URL	ID	DE	EN	FR	ES	IT	NL
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-154.png	RAL 7013	Braungrau	Brown grey	Gris brun	Gris parduzco	Grigio brunastro	Bruingrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-155.png	RAL 7015	Schiefergrau	Slate grey	Gris ardoise	Gris pizarra	Grigio ardesia	Leigrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-156.png	RAL 7016	Anthrazitgrau	Anthracite grey	Gris anthracite	Gris antracita	Grigio antracite	Antracietgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-157.png	RAL 7021	Schwarzgrau	Black grey	Gris noir	Gris negruzco	Grigio nerastro	Zwartgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-158.png	RAL 7022	Umbragrau	Umbra grey	Gris terre d’ombre	Gris sombra	Grigio ombra	Ombergrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-159.png	RAL 7023	Betongrau	Concrete grey	Gris béton	Gris hormigón	Grigio calcestruzzo	Betongrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-160.png	RAL 7024	Graphitgrau	Graphite grey	Gris graphite	Gris grafita	Grigio grafite	Grafietgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-161.png	RAL 7026	Granitgrau	Granite grey	Gris granit	Gris granito	Grigio granito	Granietgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-162.png	RAL 7030	Steingrau	Stone grey	Gris pierre	Gris piedra	Grigio pietra	Steengrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-163.png	RAL 7031	Blaugrau	Blue grey	Gris bleu	Gris azulado	Grigio bluastro	Blauwgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-164.png	RAL 7032	Kieselgrau	Pebble grey	Gris silex	Gris guijarro	Grigio ghiaia	Kiezelgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-165.png	RAL 7033	Zementgrau	Cement grey	Gris ciment	Gris cemento	Grigio cemento	Cementgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-166.png	RAL 7034	Gelbgrau	Yellow grey	Gris jaune	Gris amarillento	Grigio giallastro	Geelgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-167.png	RAL 7035	Lichtgrau	Light grey	Gris clair	Gris luminoso	Grigio luce	Lichtgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-168.png	RAL 7036	Platingrau	Platinum grey	Gris platine	Gris platino	Grigio platino	Platinagrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-169.png	RAL 7037	Staubgrau	Dusty grey	Gris poussière	Gris polvo	Grigio polvere	Stofgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-170.png	RAL 7038	Achatgrau	Agate grey	Gris agate	Gris ágata	Grigio agata	Agaatgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-171.png	RAL 7039	Quarzgrau	Quartz grey	Gris quartz	Gris cuarzo	Grigio quarzo	Kwartsgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-172.png	RAL 7040	Fenstergrau	Window grey	Gris fenêtre	Gris ventana	Grigio finestra	Venstergrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-173.png	RAL 7042	Verkehrsgrau A	Traffic grey A	Gris signalisation A	Gris tráfico A	Grigio traffico A	Verkeersgrijs A
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-174.png	RAL 7043	Verkehrsgrau B	Traffic grey B	Gris signalisation B	Gris tráfico B	Grigio traffico B	Verkeersgrijs B
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-175.png	RAL 7044	Seidengrau	Silk grey	Gris soie	Gris seda	Grigio seta	Zijdegrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-176.png	RAL 7045	Telegrau 1	Telegrey 1	Telegris 1	Gris tele 1	Grigio tele 1	Telegrijs 1
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-177.png	RAL 7046	Telegrau 2	Telegrey 2	Telegris 2	Gris tele 2	Grigio tele 2	Telegrijs 2
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-178.png	RAL 7047	Telegrau 4	Telegrey 4	Telegris 4	Gris tele 4	Grigio tele 4	Telegrijs 4
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-179.png	RAL 7048	Perlmausgrau	Pearl mouse grey	Gris souris nacré	Gris musgo perlado	Grigio topo perlato	Parelmoer muisgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-180.png	RAL 8000	Grünbraun	Green brown	Brun vert	Pardo verdoso	Marrone verdastro	Groenbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-181.png	RAL 8001	Ockerbraun	Ochre brown	Brun terre de Sienne	Pardo ocre	Marrone ocra	Okerbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-182.png	RAL 8002	Signalbraun	Signal brown	Brun de sécurité	Marrón señales	Marrone segnale	Signaalbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-183.png	RAL 8003	Lehmbraun	Clay brown	Brun argile	Pardo arcilla	Marrone fango	Leembruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-184.png	RAL 8004	Kupferbraun	Copper brown	Brun cuivré	Pardo cobre	Marrone rame	Koperbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-185.png	RAL 8007	Rehbraun	Fawn brown	Brun fauve	Pardo corzo	Marrone capriolo	Reebruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-186.png	RAL 8008	Olivbraun	Olive brown	Brun olive	Pardo oliva	Marrone oliva	Olijfbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-187.png	RAL 8011	Nussbraun	Nut brown	Brun noisette	Pardo nuez	Marrone noce	Notenbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-188.png	RAL 8012	Rotbraun	Red brown	Brun rouge	Pardo rojo	Marrone rossiccio	Roodbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-189.png	RAL 8014	Sepiabraun	Sepia brown	Brun sépia	Sepia	Marrone seppia	Sepiabruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-190.png	RAL 8015	Kastanienbraun	Chestnut brown	Marron	Castaño	Marrone castagna	Kastanjebruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-191.png	RAL 8016	Mahagonibraun	Mahogany brown	Brun acajou	Caoba	Marrone mogano	Mahoniebruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-192.png	RAL 8017	Schokoladenbraun	Chocolate brown	Brun chocolat	Chocolate	Marrone cioccolata	Chocoladebruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-193.png	RAL 8019	Graubraun	Grey brown	Brun gris	Pardo grisáceo	Marrone grigiastro	Grijsbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-194.png	RAL 8022	Schwarzbraun	Black brown	Brun noir	Pardo negruzco	Marrone nerastro	Zwartbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-195.png	RAL 8023	Orangebraun	Orange brown	Brun orangé	Pardo anaranjado	Marrone arancio	Oranjebruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-196.png	RAL 8024	Beigebraun	Beige brown	Brun beige	Pardo beige	Marrone beige	Beigebruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-197.png	RAL 8025	Blassbraun	Pale brown	Brun pâle	Pardo pálido	Marrone pallido	Bleekbruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-198.png	RAL 8028	Terrabraun	Terra brown	Brun terre	Marrón tierra	Marrone terra	Terrabruin
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-199.png	RAL 8029	Perlkupfer	Pearl copper	Cuivre nacré	Cobre perlado	Rame perlato	Parelmoer koper
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-200.png	RAL 9001	Cremeweiß	Cream	Blanc crème	Blanco crema	Bianco crema	Crèmewit
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-201.png	RAL 9002	Grauweiß	Grey white	Blanc gris	Blanco grisáceo	Bianco grigiastro	Grijswit
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-202.png	RAL 9003	Signalweiß	Signal white	Blanc de sécurité	Blanco señales	Bianco segnale	Signaalwit
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-203.png	RAL 9004	Signalschwarz	Signal black	Noir de sécurité	Negro señales	Nero segnale	Signaalzwart
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-204.png	RAL 9005	Tiefschwarz	Jet black	Noir foncé	Negro intenso	Nero intenso	Gitzwart
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-205.png	RAL 9006	Weißaluminium	White aluminium	Aluminium blanc	Aluminio blanco	Alluminio brillante	Blank aluminiumkleurig
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-206.png	RAL 9007	Graualuminium	Grey aluminium	Aluminium gris	Aluminio gris	Alluminio grigiastro	Grijs aluminiumkleurig
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-207.png	RAL 9010	Reinweiß	Pure white	Blanc pur	Blanco puro	Bianco puro	Zuiver wit
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-208.png	RAL 9011	Graphitschwarz	Graphite black	Noir graphite	Negro grafito	Nero grafite	Grafietzwart
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-209.png	RAL 9016	Verkehrsweiß	Traffic white	Blanc signalisation	Blanco tráfico	Bianco traffico	Verkeerswit
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-210.png	RAL 9017	Verkehrsschwarz	Traffic black	Noir signalisation	Negro tráfico	Nero traffico	Verkeerszwart
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-211.png	RAL 9018	Papyrusweiß	Papyrus white	Blanc papyrus	Blanco papiro	Bianco papiro	Papyruswit
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-212.png	RAL 9022	Perlhellgrau	Pearl light grey	Gris clair nacré	Gris claro perlado	Grigio chiaro perlato	Parelmoer lichtgrijs
https://www.ral-farben.de/out/ralfarben/img/thumbs/classic-213.png	RAL 9023	Perldunkelgrau	Pearl dark grey	Gris fonçé nacré	Gris oscuro perlado	Grigio scuro perlato	Parelmoer donkergrijs
